11	5	3.74192407E-08	4.95908160E-08
11	6	-1.56429129E-09	3.42735100E-08
11	7	4.65461661E-09	-8.98252195E-08
11	8	-6.30174050E-09	2.45446551E-08
11	9	-3.10727994E-08	4.20682585E-08
11	10	-5.22444922E-08	-1.84216383E-08
11	11	4.62340571E-08	-6.96711252E-08
12	0	3.64361923E-08	0.00000000E+00
12	1	-5.35856270E-08	-4.31656037E-08
12	2	1.42665937E-08	3.10937163E-08
12	3	3.96211271E-08	2.50622629E-08
12	4	-6.77284618E-08	3.83823470E-09
12	5	3.08775411E-08	7.59066417E-09
12	6	3.13421101E-09	3.89801868E-08
12	7	-1.90517957E-08	3.57268621E-08
12	8	-2.58866871E-08	1.69362539E-08
12	9	4.19147664E-08	2.49625636E-08
12	10	-6.19955080E-09	3.09398172E-08
12	11	1.13644952E-08	-6.38551119E-09
12	12	-2.42377236E-09	-1.10993699E-08
13	0	4.17293022E-08	0.00000000E+00
13	1	-5.14421009E-08	3.86910482E-08
13	2	5.53118516E-08	-6.26943475E-08
13	3	-2.15570388E-08	9.76866679E-08
13	4	-3.65127903E-09	-1.17512718E-08
13	5	5.83702330E-08	6.72244623E-08
13	6	-3.50445484E-08	-6.27356860E-09
13	7	3.01412466E-09	-7.32068660E-09
13	8	-1.00532118E-08	-9.85787033E-09
13	9	2.47702773E-08	4.58875609E-08
13	10	4.11080488E-08	-3.68403909E-08
13	11	-4.45213404E-08	-4.84141059E-09
13	12	-3.13130628E-08	8.79376494E-08
13	13	-6.12004733E-08	6.81501470E-08
14	0	-2.26681154E-08	0.00000000E+00
14	1	-1.87724886E-08	2.88602024E-08
14	2	-3.59186726E-08	-4.05327051E-09
14	3	3.65140498E-08	1.96941950E-08
14	4	1.60184144E-09	-2.26625157E-08
14	5	2.93092637E-08	-1.67894170E-08
14	6	-1.90674352E-08	2.45661933E-09
14	7	3.76297555E-08	-3.93364671E-09
14	8	-3.49417460E-08	-1.54475521E-08
14	9	3.19517827E-08	2.84642263E-08
14	10	3.88008375E-08	-1.29351350E-09
14	11	1.56475716E-08	-3.90403676E-08
14	12	8.46317130E-09	-3.11211375E-08
14	13	3.22437166E-08	4.51472952E-08
14	14	-5.18650714E-08	-4.81611073E-09
15	0	2.19216155E-09	0.00000000E+00
15	1	9.42942849E-09	1.04833280E-08
15	2	-2.05302993E-08	-3.03007325E-08
15	3	5.34162906E-08	1.76634209E-08
15	4	-4.01721761E-08	6.81343056E-09
15	5	1.22424623E-08	7.62075301E-09
15	6	3.28522324E-08	-3.64691072E-08
15	7	5.96540955E-08	5.07394600E-09
15	8	-3.20875011E-08	2.21729247E-08
15	9	1.32999993E-08	3.79914749E-08
15	10	1.02639184E-08	1.46906333E-08
15	11	-1.30462854E-09	1.85210749E-08
15	12	-3.24147324E-08	1.56080393E-08
15	13	-2.83649641E-08	-4.57549002E-09
15	14	5.19862755E-09	-2.43950380E-08
15	15	-1.90443753E-08	-4.69941074E-09
16	0	-4.71037252E-09	0.00000000E+00
16	1	2.61852448E-08	3.33423727E-08
16	2	-2.45117847E-08	2.80314863E-08
16	3	-3.39147391E-08	-2.13401080E-08
16	4	4.08540188E-08	4.79877499E-08
16	5	-1.21209356E-08	-3.44283772E-09
16	6	1.38747262E-08	-3.55969016E-08
16	7	-8.06188864E-09	-8.65178661E-09
16	8	-2.12044215E-08	5.40717303E-09
16	9	-2.24151915E-08	-3.96686473E-08
16	10	-1.18064629E-08	1.15374383E-08
16	11	1.91118463E-08	-3.20054945E-09
16	12	1.95631859E-08	6.72539764E-09
16	13	1.37744096E-08	1.04745468E-09
16	14	-1.93451561E-08	-3.86522368E-08
16	15	-1.44196100E-08	-3.27760669E-08
16	16	-3.82992885E-08	2.95860715E-09
17	0	1.91875988E-08	0.00000000E+00
17	1	-2.53645205E-08	-3.17042482E-08
17	2	-2.01017448E-08	6.81376058E-09
17	3	6.30839562E-09	5.08308654E-09
17	4	6.47515778E-09	2.53354668E-08
17	5	-1.62193993E-08	8.03001733E-09
17	6	-1.17320425E-08	-2.94401280E-08
17	7	2.49764682E-08	-4.38554429E-09
17	8	3.90006528E-08	3.63439991E-09
17	9	3.47901841E-09	-2.76427048E-08
17	10	-3.79589398E-09	1.83778247E-08
17	11	-1.60174948E-08	1.10870581E-08
17	12	2.87221518E-08	2.04582230E-08
17	13	1.65063240E-08	2.01356543E-08
17	14	-1.42747771E-08	1.15742829E-08
17	15	5.53783373E-09	5.24340656E-09
17	16	-3.03992561E-08	3.60274438E-09
17	17	-3.46971353E-08	-1.98743585E-08
18	0	6.09862872E-09	0.00000000E+00
18	1	7.20152313E-09	-3.92970098E-08
18	2	1.47251428E-08	1.08333873E-08
18	3	-5.04457513E-09	-5.84923267E-09
18	4	5.46253494E-08	-7.86748538E-10
18	5	5.97651128E-09	2.61398617E-08
18	6	1.35775786E-08	-1.32446105E-08
18	7	6.79347259E-09	7.46790173E-09
18	8	3.04992690E-08	4.34439798E-09
18	9	-1.95696822E-08	3.61306775E-08
18	10	5.21528995E-09	-4.24068379E-09
18	11	-6.88640849E-09	2.11925104E-09
18	12	-2.97489842E-08	-1.65609165E-08
18	13	-6.25379711E-09	-3.49391913E-08
18	14	-8.29497209E-09	-1.28330547E-08
18	15	-4.04690220E-08	-2.02806590E-08
18	16	1.01653115E-08	6.50425930E-09
18	17	3.48327557E-09	4.37638847E-09
18	18	2.99062326E-09	-1.08590060E-08
19	0	-3.30313643E-09	0.00000000E+00
19	1	-8.97158188E-09	1.19351790E-09
19	2	3.57388371E-08	-2.37015979E-09
19	3	-7.56032556E-09	1.10290369E-09
19	4	1.58085380E-08	-8.14278758E-09
19	5	1.03889229E-08	2.74505357E-08
19	6	-4.79964550E-09	1.87563790E-08
19	7	5.64134377E-09	-8.74192018E-09
19	8	2.98891167E-08	-9.99215900E-09
19	9	3.28811225E-09	7.23785481E-09
19	10	-3.38785600E-08	-7.57904101E-09
19	11	1.63045986E-08	1.03569678E-08
19	12	-2.43982295E-09	9.45624397E-09
19	13	-7.54129982E-09	-2.85237528E-08
19	14	-4.74367455E-09	-1.28504936E-08
19	15	-1.75897089E-08	-1.40715825E-08
19	16	-2.17451256E-08	-7.09767792E-09
19	17	2.88044883E-08	-1.53426366E-08
19	18	3.50090300E-08	-9.68981040E-09
19	19	-2.70413872E-09	5.19745752E-09
20	0	2.15591507E-08	0.00000000E+00
20	1	5.56769420E-09	7.02905215E-09
20	2	2.02918579E-08	1.71846424E-08
20	3	-4.75067131E-09	3.88999361E-08
20	4	4.27003612E-09	-2.26257407E-08
20	5	-1.01257213E-08	-8.25992353E-09
20	6	1.21620485E-08	-4.36402384E-09
20	7	-2.12263060E-08	-7.05320979E-10
20	8	5.09516214E-09	2.15379202E-09
20	9	1.71870323E-08	-7.01274289E-09
20	10	-3.22958168E-08	-4.78973340E-09
20	11	1.44499209E-08	-1.91512412E-08
20	12	-6.46750567E-09	1.81349182E-08
20	13	2.74124122E-08	6.76382001E-09
20	14	1.15262786E-08	-1.43820399E-08
20	15	-2.57906407E-08	-8.65059449E-10
20	16	-1.24242154E-08	-3.43443068E-10
20	17	4.50343355E-09	-1.37322622E-08
20	18	1.53567049E-08	-8.97483617E-10
20	19	-3.03011943E-09	1.09224394E-08
20	20	3.73507215E-09	-1.26949126E-08
